Landing_Zone_ID,Latitude,Longitude,Elevation,Slope,Hazard_Score,Illumination,Touchdown_Safety_Grade
LZ-SOUTH-001,-89.47964647675248,94.36066992604674,-774.3820541817712,1.3156251415417124,0.0,172.17268351565886,Grade A+ (Optimal Flat)
LZ-SOUTH-002,-88.73747950002748,240.09388108512505,-151.51526974922945,0.6440273447447584,0.0,284.6794708014125,Grade A+ (Optimal Flat)
LZ-SOUTH-003,-88.61471091926991,341.1445170674402,532.4171617652453,1.83467312455986,0.7185800032771326,237.83694148662485,Grade A+ (Optimal Flat)
LZ-SOUTH-004,-88.29162275648848,281.2646330660492,-930.733563632772,3.0507187425380344,1.271658694355386,224.31090490112308,Grade A+ (Optimal Flat)
LZ-SOUTH-005,-89.88786684373802,20.13348604616124,-6.6609129585538085,2.1034071248873136,1.3863835909901852,281.71655155645544,Grade A+ (Optimal Flat)
LZ-SOUTH-006,-88.06218473829644,257.5821436636064,-938.339825557354,3.028017113050698,1.4790852036918167,189.47845060723296,Grade A+ (Optimal Flat)
LZ-SOUTH-007,-89.4442391857637,296.19368749163954,-853.1667116219766,0.3695325844284536,1.5366874406204314,339.5238208967285,Grade A+ (Optimal Flat)
LZ-SOUTH-008,-88.2328031742986,3.271332582437876,-3554.5132523773864,2.4424564217735565,2.1098875171182403,250.62088733646968,Grade A+ (Optimal Flat)
LZ-SOUTH-009,-89.51647844096641,45.40955688581474,-1173.781089955375,2.6539108740976864,2.235616367275824,292.07937274853293,Grade A+ (Optimal Flat)
LZ-SOUTH-010,-88.70030404968509,287.2088539950988,-471.2743719730006,0.8887623358422445,2.2989787189610578,192.52287053385425,Grade A+ (Optimal Flat)
LZ-SOUTH-011,-89.09483677213125,296.3614893287398,-448.63771867036223,1.8437814421369008,2.401212890154243,248.64399640712733,Grade A+ (Optimal Flat)
LZ-SOUTH-012,-88.25052971668273,214.29966279745963,-1175.1492588808549,0.159378179759015,2.504831013495754,200.6889236840189,Grade A+ (Optimal Flat)
LZ-SOUTH-013,-88.77577539161798,68.936261366923,15.469080872515406,0.753443116670061,2.506734269182441,133.08302745217895,Grade A+ (Optimal Flat)
LZ-SOUTH-014,-88.35933069608495,113.97687653786863,-2593.665966164771,0.0558235102375537,2.927524077466152,324.8514154940837,Grade A+ (Optimal Flat)
LZ-SOUTH-015,-89.4338306030842,286.9011014456325,-909.9655271256308,1.4747694500262156,2.98734562708686,232.49693569153496,Grade A+ (Optimal Flat)
LZ-SOUTH-016,-88.66650042597948,86.99721149490667,-994.4020435313356,0.4634029362087375,3.1312920007291565,112.05111469195911,Grade A+ (Optimal Flat)
LZ-SOUTH-017,-88.49804791473309,302.5593901965672,-999.1971654798828,0.0442467177655458,3.1604131643753477,237.38464525138372,Grade A+ (Optimal Flat)
LZ-SOUTH-018,-88.75329526764787,213.6997960007092,144.61257071055184,0.0163845300090308,3.2151734216396,265.60585373830315,Grade A+ (Optimal Flat)
LZ-SOUTH-019,-89.18802825603599,118.34855580585835,-1355.8316970265885,0.2187210464994553,3.240233315251284,281.3978330644321,Grade A+ (Optimal Flat)
LZ-SOUTH-020,-89.52191493597708,127.25189104621636,-1525.6127134454168,0.2426555333303852,3.3162051355081505,102.43228887666366,Grade A+ (Optimal Flat)
LZ-SOUTH-021,-88.61295305321114,121.2918887076284,-755.6809114786081,0.1554321205105697,3.3886018303608845,150.5696243327009,Grade A+ (Optimal Flat)
LZ-SOUTH-022,-88.48055129245485,271.77847205699845,-1440.7482343761064,1.3089570883403674,3.3919824720067027,340.0575147426788,Grade A+ (Optimal Flat)
LZ-SOUTH-023,-89.59341067799478,69.32938768507003,-1156.3105736719435,0.1176820748936435,3.419923470911048,311.46219038912125,Grade A+ (Optimal Flat)
LZ-SOUTH-024,-89.41956957532479,235.66362966556665,-731.5827737145058,3.208468009064539,3.4230301639538627,118.7433352977522,Grade A+ (Optimal Flat)
LZ-SOUTH-025,-88.04977921462141,41.92038867049612,140.5090350764499,2.2603295575089923,3.4357614464128723,239.75799927719143,Grade A+ (Optimal Flat)
LZ-SOUTH-026,-88.92020908737666,159.06733491278302,-1842.7474193370056,4.139014554789917,3.651545928590606,135.38721888286463,Grade A+ (Optimal Flat)
LZ-SOUTH-027,-88.08464843626767,225.0761521887054,-2266.573643160797,0.2894490647189247,3.670174255929771,136.1429676035217,Grade A+ (Optimal Flat)
LZ-SOUTH-028,-88.24431333503738,37.61291403142491,-1499.5120265655314,1.5607901975101657,3.708663706153063,154.10282463758136,Grade A+ (Optimal Flat)
LZ-SOUTH-029,-89.36622443159398,265.36766902439007,-1647.331068047367,2.5685762824803806,3.788414037852416,131.04444349223658,Grade A+ (Optimal Flat)
LZ-SOUTH-030,-88.25426532302762,305.11714789970506,-1422.6983740863152,0.1274061487480509,3.900993131502583,198.2692934560252,Grade A+ (Optimal Flat)
LZ-SOUTH-031,-89.45982376737146,7.613936405789863,-1555.9571127162023,1.2940510332508168,3.930009457256993,135.24886110344727,Grade A+ (Optimal Flat)
LZ-SOUTH-032,-89.57721456088379,175.80056868156046,-1822.8696374493693,0.8241395737667574,3.947817819357219,234.992557427849,Grade A+ (Optimal Flat)
LZ-SOUTH-033,-89.48952745323176,196.23002862956045,-852.5890800623428,2.665288415749586,4.02457901821634,197.09305963242556,Grade A+ (Optimal Flat)
LZ-SOUTH-034,-88.82587251631395,102.34378407436536,-1876.8317381021077,1.3501624564802397,4.084348760005046,312.8550093134039,Grade A+ (Optimal Flat)
LZ-SOUTH-035,-88.03659524719149,76.62603097380867,-1417.3840318957668,2.7797567482281806,4.189090576186377,121.43548951781548,Grade A+ (Optimal Flat)
LZ-SOUTH-036,-88.99496210672791,195.69440696806515,-1026.7562092974354,0.2691567629524058,4.268477382167066,180.69711760366496,Grade A+ (Optimal Flat)
LZ-SOUTH-037,-88.6947089911438,148.2668219320189,-1179.0518806513612,1.503258842432052,4.430156359800542,138.64170855636542,Grade A+ (Optimal Flat)
LZ-SOUTH-038,-88.68025414915779,97.4460975486232,72.63659373700216,1.4372959225189383,4.493207387159586,242.74981630468724,Grade A+ (Optimal Flat)
LZ-SOUTH-039,-88.51374826115767,276.74896729050465,-1023.4953565542694,3.7169746042310994,4.499756736937011,292.1740829531,Grade A+ (Optimal Flat)
LZ-SOUTH-040,-88.87974859650252,196.13688324243543,-1080.9529906563278,1.4653096592672306,4.549722363797377,173.90886433471024,Grade A+ (Optimal Flat)
LZ-SOUTH-041,-89.5439173062146,240.85926551410125,-705.1549144176604,0.6849469864783746,4.8889258138850895,163.3411822235194,Grade A+ (Optimal Flat)
LZ-SOUTH-042,-88.36728231258,307.2047391391406,-1497.651460265061,0.6468371876122685,4.92153408804686,252.29095134789745,Grade A+ (Optimal Flat)
LZ-SOUTH-043,-89.0445169323285,310.56305866046125,-1277.876775114186,0.4367311418884192,5.064793804765423,336.9790581178561,Grade A+ (Optimal Flat)
LZ-SOUTH-044,-88.99079609715291,175.63557815930142,-1524.9211332590428,0.5819729002692586,5.1425402142579415,262.88024523505794,Grade A+ (Optimal Flat)
LZ-SOUTH-045,-89.64004460125398,275.453585950055,-956.4062386558842,0.8437197550919873,5.26588775469286,169.16833008886394,Grade A+ (Optimal Flat)
LZ-SOUTH-046,-89.80453828133633,12.820374098222931,-2147.96155298086,3.860282041094884,5.277095544353394,165.27135669456155,Grade A+ (Optimal Flat)
LZ-SOUTH-047,-88.05115149035257,46.92660469732504,-1660.149159714813,2.09139245983285,5.326524700492948,310.37238497390774,Grade A+ (Optimal Flat)
LZ-SOUTH-048,-89.11750226312019,340.4574390387688,-1333.4517925587147,4.797214234120682,5.371162866079093,294.21666422545286,Grade A+ (Optimal Flat)
LZ-SOUTH-049,-88.26010349083637,26.962503120714143,-1943.1411859685843,0.8141497977802636,5.3991606715213845,269.1326196897643,Grade A+ (Optimal Flat)
LZ-SOUTH-050,-89.02118403934702,157.69586732593814,-1459.1270825727374,1.803529354131852,5.498862532356734,191.830639570966,Grade A+ (Optimal Flat)
LZ-SOUTH-051,-88.31193073697003,144.05589823154364,-1564.1764647061643,0.4673982732474133,5.600092292758602,257.78888487989616,Grade A+ (Optimal Flat)
LZ-SOUTH-052,-88.02489770376224,52.88276479600053,-1244.0811597858567,2.749506797103382,5.681003180298404,340.11528027229565,Grade A+ (Optimal Flat)
LZ-SOUTH-053,-88.97307731653991,206.03346682682755,-2673.5352631452342,2.7535598155196865,5.754264095388358,100.32704988127422,Grade A+ (Optimal Flat)
LZ-SOUTH-054,-89.70063266100547,234.98212455980067,-1502.02491884786,3.3116851211028973,5.85497408036294,265.9702649159601,Grade A+ (Optimal Flat)
LZ-SOUTH-055,-88.30609363575273,355.0236470221301,-1562.1521188076267,1.4867098197672115,5.897130014538489,150.60084088167443,Grade A+ (Optimal Flat)
LZ-SOUTH-056,-88.95856649920823,5.045226309380513,-856.8256411611864,1.4434600483055178,5.910417751171472,292.32124526025564,Grade A+ (Optimal Flat)
LZ-SOUTH-057,-89.00386596757387,191.63169481676783,-1776.1231816172535,0.2095057099887061,5.920403611360616,186.31019338712684,Grade A+ (Optimal Flat)
LZ-SOUTH-058,-89.65705307767742,207.72734460860104,-1654.2462737472842,2.7623048030939845,5.936730814834318,123.66003913033924,Grade A+ (Optimal Flat)
LZ-SOUTH-059,-89.25780920198208,174.68296407552822,-962.2719809534228,0.7803188005058459,5.982840741732773,226.60239391882556,Grade A+ (Optimal Flat)
LZ-SOUTH-060,-89.62829786693513,327.9656519925192,-1124.744127046781,0.4262014494491524,6.080261019583739,145.86323193240358,Grade A+ (Optimal Flat)
