Latitude,Longitude,Elevation,Slope,Temperature,Radar,Illumination,Hazard_Score,Ice_Probability
-89.18837377419001,141.70878729987916,-2390.2893627924987,5.480478459766143,223.59407130231943,0.24477158610303276,289.8829427612302,25.49093113411197,0.027
-88.09364281782116,170.4368373750077,-2100.148881384929,10.999721410586641,238.64804357943947,0.14015616797129662,256.36770294649494,36.130922252341364,0.15
-88.50921151055833,307.6370615527849,-888.9448717890293,26.801830768818647,56.210275167718024,1.0320593973754126,0.0,63.478868610907774,0.864
-88.76254888002563,122.40157898156117,-2139.098661044823,17.087633310493047,212.4257947038713,0.11351064919195561,280.9378701977935,43.23788418019733,0.11
-89.60356458315937,313.07388653238166,-309.8925558373585,4.282540477151745,117.9227186643032,0.20807115664355058,159.08064595348065,18.665848682207006,0.056
-89.60361041136122,31.728395151608936,-1256.8962326642688,5.695102363524722,188.435763700162,0.17662193210020727,154.9319897539698,19.32582476194942,0.074
-89.78964113688042,279.6474373951071,-1131.5242368443796,11.356895498807539,215.74759696976636,0.21463101921400532,115.43618954362897,41.61496425038735,0.067
-88.25426532302762,305.11714789970506,-1422.6983740863152,0.1274061487480509,179.54670092693453,0.27410216425922707,198.26929345602522,3.9009931315025828,0.118
-88.7578814776879,65.45435502144196,-581.7217291650214,18.48546747632998,193.0970125306072,0.319701865610986,124.42665777567058,50.7198843446286,0.041
-88.55466210218752,154.92475165399216,-573.4720897783914,12.422630649649792,235.8527459813462,0.28160559596785895,204.8752263399114,38.564463244507024,0.163
-89.86088946083798,59.579918878916025,-931.9565184702628,13.65384769023863,137.73394008436793,0.30351319067798377,102.45089401926518,34.655737424937115,0.128
-88.0571712808922,254.3774864379184,-748.1687152738816,4.932568183576469,123.75451105726766,0.359691736185638,138.77083678944445,21.34538994421554,0.254
-88.3183589824792,192.7251965021964,-1369.6717359363406,29.413836552867057,86.54525548601056,0.9976486133775688,0.0,75.14247041738608,0.764
-89.49655568971129,228.71640481499557,-766.2375944727612,40.42593728010459,89.79662781109529,1.1710728638820904,0.0,89.20174589656905,0.954
-89.55453256230652,70.73530810423601,-1470.3022203790454,9.214152762432853,229.0686264015589,0.145950674643858,159.04089768388624,34.98797977168449,0.146
-89.55153143127848,76.22851033887103,-1198.2147022700783,15.53039248415001,199.83022959277082,0.17532074007809362,279.5730017678371,46.65196124117412,0.094
-89.32193973837688,14.939037183566292,-1419.714999493038,12.974173430643125,226.64987854391248,0.25069759147827164,267.1204477688592,32.399046345903294,0.13
-88.90296277989876,115.94431267046271,-1565.7748314553567,9.403131365589314,208.09298880126062,0.20762178820480812,144.2314035109513,23.265958598927824,0.209
-89.07930446457998,201.50807808012297,-1751.2894381774322,3.679295322672033,122.23276822695071,0.13950069048398897,192.7646317526873,18.18575173468513,0.164
-89.34666463362372,308.8565690390384,-825.8479169128916,1.150320125195229,216.68609110389832,0.18632507038169543,328.4264356404092,6.099148717952101,0.191
-88.73747950002748,240.09388108512505,-151.51526974922945,0.6440273447447584,135.11035653704616,0.3926286284996918,284.67947080141255,0.0,0.211
-89.63496166476112,156.74267642391052,-263.11842266435247,16.052400255491456,143.1253079627362,0.20407802664896088,290.0872990766231,39.65773905142503,0.276
-89.34492516778309,343.1232411818896,-2205.2522687563483,6.803255217963647,165.25108777981308,0.22567422048878846,240.97150843365725,34.47777183103541,0.284
-89.203912497742,258.92827220729947,-168.63755887450134,13.782928501405301,154.03938928568715,0.1019204265571891,266.38494968377654,35.33007508201714,0.254
-89.03346702998763,334.859473030518,-1454.5268012943432,16.44858220598322,155.03124336240768,0.31582446393705965,227.18461906707637,44.79468024643929,0.029
-88.40816567335328,189.93167037797963,-719.4135878835267,11.617387175358441,133.69633338856642,0.22406501966361397,285.2234508340584,36.73472382881839,0.294
-89.52061981389912,93.20553892553025,-1924.972265637769,25.46673001401146,56.78566089419739,0.7094984129057184,0.0,60.72758072912085,0.808
-88.92295456701414,19.017607091299915,-1086.4160689007958,15.731223970910094,112.75276259662346,0.39056702149140166,107.77079689306173,39.79433224404945,0.211
-88.77441231916212,261.39054653418617,-949.0214536824743,2.7867359631029736,176.20753253636565,0.33322996377552605,257.9435981599409,21.717054773863445,0.017
-89.81174421583201,43.66907928199228,-2387.6838335357224,10.29676640729981,217.60273422777294,0.3178450268298181,257.45341593104513,30.793114370609402,0.149
-88.74566478138728,108.99904617790818,-713.3862669246486,4.805276156620627,230.71463169147756,0.38736170045250085,116.8299913999079,19.153622810705336,0.192
-89.57600416499415,191.68952683820305,-123.25199372934776,5.748925793063473,224.8599982543214,0.22224402535514137,202.59531629341075,25.48531502054448,0.091
-89.77640197332798,203.18997160070916,-1339.7183565453024,21.431592010001665,168.30408065931584,0.31556006208773457,324.6972809030824,47.715371460472646,0.034
-88.09711747921867,216.20995091536898,-111.86549533758966,11.911290677104265,212.25970736293988,0.16186236921563535,338.3597061758286,27.5070196935162,0.164
-88.06529913715833,59.85191892589223,-1351.754794761926,23.33688498098509,150.30470837332973,0.30913616423563606,295.5527369283046,48.54924244610039,0.139
-88.36404503857872,136.70546573579355,-520.3323751627062,1.248330557026346,117.77874618046651,0.10422372765628085,137.8677972427125,15.336723414413083,0.023
-89.3212338385706,222.189921762108,-2974.85597276088,21.65264384380448,204.63601355477732,0.13789161413218426,193.67998919701367,52.486974623256906,0.161
-89.71442298338788,349.13479126816253,735.0222234507708,19.209891534309193,200.83146306309683,0.22757767558085457,145.63833730427234,52.55157225039076,0.041
-88.5999572496269,261.9472095718879,-3.633403805634316,8.182341114311964,222.2281153648026,0.10362780844180246,263.03403404015376,26.619236482543794,0.133
-89.06371026189476,332.1373525538248,-1427.700403402943,25.226178412607723,77.93650525377619,0.6820675530270567,0.0,53.59757091735378,0.817
-89.66812735379493,274.39634099310376,-2777.6712213150545,12.934584917663527,131.9648274963483,0.25683752471950116,320.9414296561505,34.09110387603086,0.291
-88.95916387078859,213.01810880126416,-969.5773053556087,15.920445038685056,229.44273488702774,0.2864819792761246,315.1621188670926,46.32486947912601,0.02
-89.83466180988108,69.12841288908403,-2355.1404376590053,3.3510388757157727,197.8153903226181,0.1301160030980849,124.80248191522772,15.391227666543859,0.172
-88.17229123605031,240.0068346813047,-844.1171699540096,24.752470129219724,223.06535786490056,0.1543035739381637,131.4185017447607,65.43901322920371,0.054
-89.40831803495998,224.41664374556655,-870.7474246685745,0.14147670761130193,218.37499685264572,0.28398501121515857,327.4179532355172,8.015105617401366,0.103
-88.64120765972744,216.88890136461592,-1953.12253520162,20.32092018373946,151.70102821151238,0.29745631373879183,310.94610797948314,54.23862948575213,0.063
-89.30774895543013,176.32291247576666,-303.2263811084979,20.20607475908671,120.43741647928734,0.10777006846308289,215.09454126235997,41.499199948139534,0.299
-88.91187075976217,190.31637743613922,-555.5402377550612,2.258325718277778,134.71061727254187,0.2621102086345115,207.5130229442883,13.384419657471708,0.019
-88.86125046924776,120.39930976251746,-419.3413301691493,31.83373599422574,82.95668873836554,1.030182027696439,0.0,71.73212895510562,0.967
-89.5487765345015,186.95256935122913,-1192.9138370648836,14.315284802175192,144.0777404912191,0.12073026333561823,249.15896247040575,31.64121952660051,0.186
-88.05778920724734,71.12012604425217,-2332.4192535309653,18.538926102710242,174.334518223639,0.22395185957395597,163.55414010857618,52.63745559105239,0.234
-88.42724763561388,289.86278304973564,-417.70218223109,3.271207953357557,236.9534846973796,0.19795338190903056,200.9354408693131,13.342086320498163,0.192
-88.11495201102804,66.87970369153481,-1416.297119308633,33.17730003008565,45.13742249681188,0.6892090570934761,0.0,72.63820836964706,0.896
-88.19982803418746,30.58786436020791,-2311.824114554135,0.24556940225089718,210.60397411340193,0.15574071796193661,151.56684651727807,16.99763592840645,0.183
-88.76399004025895,157.04856948857665,-118.36850722053919,22.248864327659305,113.37573033669564,0.19550812394334405,349.70830940830274,55.30497687379719,0.293
-88.14843895345608,236.99067822218225,479.5260164020074,2.052282820683047,157.79448818487748,0.36953342349739093,170.73486307300934,18.00357333747327,0.256
-89.73186424610135,157.5780569760749,-1232.9985031833623,5.810111971523174,205.52877970783277,0.19919599181799186,238.10381950549993,13.106695713048971,0.142
-89.52763256140364,99.6314875024711,527.2969236826334,19.887540438854472,128.06404555746957,0.2594042321756783,238.53989843311427,45.78237177145407,0.148
-89.81406815106999,200.94162620055866,-1126.9482171109203,22.27552713675157,222.1522990022272,0.10991060116926382,212.87130709727597,64.98299906992767,0.049
-89.2818723715498,124.92084074839198,-1504.364723333081,0.7128424911410214,238.0403151982631,0.39547073085251094,160.38586416928607,15.695921662199435,0.175
-89.16151314959,335.8323684455879,-1704.366763348382,22.90472169056994,159.57462252929557,0.3474840123613569,241.33826808387985,50.44277419810978,0.091
-89.3844368396296,332.15225025728597,109.665926394194,22.44980495133194,208.81802866093668,0.29032028342400296,122.75360383752766,56.02476260613901,0.041
-88.32539873261133,180.85385518995437,-1824.1151051102174,2.6204659115510758,130.74857857361988,0.11822658192699409,196.73152833388343,10.262679885504845,0.148
-89.22216867928218,118.03823784657307,-611.7845520200101,27.986475935911102,54.27116072645001,0.9117929734803871,0.0,72.94212914706924,0.957
-89.36622443159398,265.36766902439007,-1647.3310680473667,2.5685762824803806,113.00375772018606,0.2634920892372069,131.04444349223658,3.788414037852416,0.045
-88.86887744199933,13.21665965390399,-1568.2454100594905,5.752274172223846,131.10801095355413,0.18551933086103028,331.37073272028937,22.881035097415023,0.074
-89.63224397254795,170.91684217571444,-375.80024482434646,16.790026240919886,209.3834025252138,0.286836834250952,274.9857287358183,44.88145984729078,0.297
-88.37582573656732,121.07642193732008,-1504.0294770314829,3.464337152973936,209.65903120268285,0.27945774455433176,142.20722058528332,11.365526618455075,0.244
-89.75835377700844,331.39291863691966,-1523.8363035362345,14.63819085679341,199.7627788183248,0.35159541948378936,337.34896514987906,37.91062235528464,0.167
-88.02491482045902,4.321089818165715,-293.7562422601543,14.410760788032952,176.83096341378845,0.18441311821379272,153.9980270369394,40.699238439393746,0.077
-88.43273493833635,199.01335525860566,77.91783457729844,10.129257300772794,204.48713276407233,0.2733590573472978,158.90331594930964,21.36788643253278,0.16
-89.52244020508508,266.6388891839854,-684.2481573726134,20.324005385905597,218.33211176043034,0.3332089956516283,133.31759388626537,44.250227371754704,0.198
-89.88950797746516,174.60647550865485,-1723.8158204991594,9.71639207342361,245.30743226514412,0.2472318958966979,281.9632838578707,28.65724973371077,0.011
-88.35062328593581,30.745090858579797,-1608.4867994380636,14.315410688138057,234.4097444168047,0.3491930994816834,242.71885815872398,34.46551952371618,0.296
-88.55697104668953,350.0861004100448,-1136.06778900797,23.464718774879024,221.23478835925744,0.1393828604721319,114.56278310371766,54.613788229515535,0.192
-88.51488638072213,186.48375529539524,-943.255950459474,19.906862100258405,207.2660523400122,0.320169329544143,106.32498735374074,49.713343208058106,0.297
-88.43458634129671,221.1070479548441,-1990.2927281118175,19.860172908142086,190.38177636053143,0.38289462745629355,233.16487194393267,45.16804766235886,0.146
-89.75931516170523,85.17952177470264,-621.5696483361089,0.5082039778321992,126.88523526926828,0.19956499629806984,262.88279798067174,10.883524758349981,0.191
-89.21891511576588,174.05931063844938,-1131.5893362883207,17.247925755013217,133.17795789377502,0.2099009327235895,305.71840412896665,45.985841576265386,0.144
-89.67984878690226,154.49381710499586,-2572.5666549105035,3.2150120903049526,224.83913849392593,0.12506490315725644,219.56823103888485,20.324365109010085,0.013
-88.26010349083637,26.962503120714146,-1943.1411859685843,0.8141497977802636,222.4638077090109,0.2924478338724136,269.1326196897643,5.3991606715213845,0.256
-88.71573355902764,38.2177272770882,-1603.302938921331,11.282936537150317,196.0242496362708,0.26573521769046105,283.4139152392722,29.42385372814943,0.14
-89.27129375277997,301.49010706275885,-1258.286151072844,2.9570481334841023,171.43761858026147,0.11210372761971034,253.26317324452648,18.856806135415255,0.147
-89.77923913445656,86.33518279437249,311.4230364031969,19.906177188399774,113.64457097530479,0.32566360809139355,188.0540630918566,42.40190683294564,0.114
-89.30913358874025,70.18497773950699,-1009.4629550882973,20.14535459695324,155.80477195399615,0.3487853487235075,132.97387075691077,50.82165938623305,0.135
-89.28215168814918,181.76812245005013,-1872.6175119189002,7.0262623643144195,168.8895520591445,0.3721358812422263,261.8846361323755,24.193013930235992,0.22
-88.51374826115767,276.74896729050465,-1023.4953565542694,3.7169746042310994,178.01428006427886,0.2637202258511927,292.17408295309997,4.499756736937011,0.213
-88.68864080442509,22.300746688435652,-1481.6701979631048,2.5978667191799882,240.1054437985693,0.23577401047052723,147.45677966349044,12.724004856291792,0.244
-88.21429578910498,207.6508510697721,-940.1934083731666,7.373707234071094,125.21931597202,0.3628411463596233,223.71667977037032,26.401324121188015,0.293
-89.00279164219229,42.91575942260641,-735.5458503715081,16.551756698688244,182.64136876916785,0.21960904572044174,199.3113461967386,42.04425735686645,0.123
-89.67277093271723,13.125978297222645,-232.61548222084957,9.577119018216116,161.50912157415917,0.29663293757036857,151.42576888132908,26.78282376590808,0.108
-88.54483490427631,18.98782277839826,-1219.4291965360208,6.102407593328646,248.61373669024724,0.2846086769202779,161.3282874654592,22.98568035250795,0.153
-88.4545084076279,300.2990789550389,111.16842207986656,25.001765268131393,80.09309849038345,0.7122797098170739,0.0,64.94800712457932,0.976
-88.83357332461796,42.47009410610217,-473.581869971047,11.048571725962887,171.43001959344892,0.12606698126981444,204.73273862334122,34.78508857440093,0.23
-88.43516235808633,16.254491188425103,-1765.9516358497503,24.368718935182248,249.95738530966645,0.10642466160120571,197.61547958294352,54.95817179957362,0.179
-88.96178836690765,157.64395937144843,567.8845325987713,6.557117068445144,181.9688545060095,0.2284713221606162,238.5446830566931,15.819284735379979,0.071
-88.90680762417422,303.8376498991289,-938.4043893839219,11.218909898872104,133.3964915227961,0.24436047244700707,123.30267246565896,35.03515509012131,0.261
-89.08767206511875,94.4670155361487,-1868.0996031777881,6.726366622798914,187.82245685574003,0.3468034804569676,245.31258397606547,17.564040647660867,0.19
-89.85170365918623,151.8165423093299,122.33044098433743,27.428881055391184,78.13493401856192,0.6970355354852389,0.0,62.21759086101648,0.911
-89.69500628871273,14.37211172295044,462.22206815875575,0.30978496805259503,199.08379761067528,0.1843479624200408,164.34378208508025,11.624294324760914,0.067
-89.84028454719521,161.6682650885553,-1226.4202109756484,12.117363697219359,241.24162448374958,0.238628940422546,225.53450349486425,39.96735891834687,0.268
-88.69082021859882,207.94070902936812,-1602.920208300477,17.274386518599968,220.06780075690395,0.17139714412720636,271.73407584616433,50.97784095756849,0.121
-89.30272363595498,205.5265393507721,-1337.8999659629296,4.110027678851676,148.24291665866772,0.12740818333448697,292.8164059036493,18.52348288609864,0.295
-88.93371568678707,119.67360918277146,-628.2146179858402,2.801018295538464,151.560207495241,0.13391291010583217,108.89032906659514,13.05457752720891,0.164
-88.17562369954042,113.59194503872878,-177.71467597558888,10.518214665017709,119.70034843264368,0.1957463379690783,234.3717219917485,25.033220876790562,0.07
-89.42634476461714,38.38450281717524,-743.6101353091412,3.1333496531562517,150.02149699047882,0.10380292526754721,188.60914813065608,26.059849904517698,0.182
-89.1202724462323,132.04739543265663,-1118.621433222584,3.844082287808501,122.9674719548944,0.16606098600437147,273.72723007206537,16.238735040743375,0.04
-88.4644528367682,35.818080794267274,-1.5905837564580452,8.501373369235626,179.92282070559,0.3362569422797062,170.94494052790853,30.391890014701858,0.244
-89.46528348556592,275.97454009633856,-1450.2691784412177,18.49581331646173,209.16859112975607,0.1703851577290933,285.9309074068626,47.97552755014778,0.192
-89.7537381713253,347.8587471893469,-375.2645293064743,8.572822231218556,215.16536260988218,0.1332188533118548,250.5592269591648,24.667633550525903,0.29
-89.34947223946385,349.2268044000145,-1430.450238681023,22.784261944729465,118.33409251474507,0.38472416799836173,297.4180959294001,52.87874381217185,0.21
-89.5936795542174,311.4255957751418,-855.1816335912855,2.0224221734064525,157.59382575334828,0.28674103490548586,346.09848951783226,7.129219358246967,0.024
-88.13357446054911,216.28517376226287,-1290.8500518323613,0.5192226047345265,150.3440473166407,0.11800778483069976,327.14649429104173,16.65057177659738,0.148
